sasdate,GDPC1,PCECC96,PCDGx,PCESVx,PCNDx,GPDIC1,FPIx,Y033RC1Q027SBEAx,PNFIx,PRFIx,A014RE1Q156NBEA,GCEC1,A823RL1Q225SBEA,FGRECPTx,SLCEx,EXPGSC1,IMPGSC1,DPIC96,OUTNFB,OUTBS,OUTMS,INDPRO,IPFINAL,IPCONGD,IPMAT,IPDMAT,IPNMAT,IPDCONGD,IPB51110SQ,IPNCONGD,IPBUSEQ,IPB51220SQ,TCU,CUMFNS,PAYEMS,USPRIV,MANEMP,SRVPRD,USGOOD,DMANEMP,NDMANEMP,USCONS,USEHS,USFIRE,USINFO,USPBS,USLAH,USSERV,USMINE,USTPU,USGOVT,USTRADE,USWTRADE,CES9091000001,CES9092000001,CES9093000001,CE16OV,CIVPART,UNRATE,UNRATESTx,UNRATELTx,LNS14000012,LNS14000025,LNS14000026,UEMPLT5,UEMP5TO14,UEMP15T26,UEMP27OV,LNS13023621,LNS13023557,LNS13023705,LNS13023569,LNS12032194,HOABS,HOAMS,HOANBS,AWHMAN,AWHNONAG,AWOTMAN,HWIx,HOUST,HOUST5F,PERMIT,HOUSTMW,HOUSTNE,HOUSTS,HOUSTW,CMRMTSPLx,RSAFSx,AMDMNOx,ACOGNOx,AMDMUOx,ANDENOx,INVCQRMTSPL,PCECTPI,PCEPILFE,GDPCTPI,GPDICTPI,IPDBS,DGDSRG3Q086SBEA,DDURRG3Q086SBEA,DSERRG3Q086SBEA,DNDGRG3Q086SBEA,DHCERG3Q086SBEA,DMOTRG3Q086SBEA,DFDHRG3Q086SBEA,DREQRG3Q086SBEA,DODGRG3Q086SBEA,DFXARG3Q086SBEA,DCLORG3Q086SBEA,DGOERG3Q086SBEA,DONGRG3Q086SBEA,DHUTRG3Q086SBEA,DHLCRG3Q086SBEA,DTRSRG3Q086SBEA,DRCARG3Q086SBEA,DFSARG3Q086SBEA,DIFSRG3Q086SBEA,DOTSRG3Q086SBEA,CPIAUCSL,CPILFESL,WPSFD49207,PPIACO,WPSFD49502,WPSFD4111,PPIIDC,WPSID61,WPU0531,WPU0561,OILPRICEx,AHETPIx,CES2000000008x,CES3000000008x,COMPRMS,COMPRNFB,RCPHBS,OPHMFG,OPHNFB,OPHPBS,ULCBS,ULCMFG,ULCNFB,UNLPNBS,FEDFUNDS,TB3MS,TB6MS,GS1,GS10,MORTGAGE30US,AAA,BAA,BAA10YM,MORTG10YRx,TB6M3Mx,GS1TB3Mx,GS10TB3Mx,CPF3MTB3Mx,BOGMBASEREALx,M1REAL,M2REAL,BUSLOANSx,CONSUMERx,NONREVSLx,REALLNx,REVOLSLx,TOTALSLx,DRIWCIL,TABSHNOx,TLBSHNOx,LIABPIx,TNWBSHNOx,NWPIx,TARESAx,HNOREMQ027Sx,TFAABSHNOx,VIXCLSx,USSTHPI,SPCS10RSA,SPCS20RSA,TWEXAFEGSMTHx,EXUSEU,EXSZUSx,EXJPUSx,EXUSUKx,EXCAUSx,UMCSENTx,USEPUINDXM,B020RE1Q156NBEA,B021RE1Q156NBEA,GFDEGDQ188S,GFDEBTNx,IPMANSICS,IPB51222S,IPFUELS,UEMPMEAN,CES0600000007,TOTRESNS,NONBORRES,GS5,TB3SMFFM,T5YFFM,AAAFFM,WPSID62,PPICMM,CPIAPPSL,CPITRNSL,CPIMEDSL,CUSR0000SAC,CUSR0000SAD,CUSR0000SAS,CPIULFSL,CUSR0000SA0L2,CUSR0000SA0L5,CES0600000008,DTCOLNVHFNM,DTCTHFNM,INVEST,HWIURATIOx,CLAIMSx,BUSINVx,ISRATIOx,CONSPIx,CP3M,COMPAPFF,PERMITNE,PERMITMW,PERMITS,PERMITW,NIKKEI225,NASDAQCOM,CUSR0000SEHC,TLBSNNCBx,TLBSNNCBBDIx,TTAABSNNCBx,TNWMVBSNNCBx,TNWMVBSNNCBBDIx,TLBSNNBx,TLBSNNBBDIx,TABSNNBx,TNWBSNNBx,TNWBSNNBBDIx,CNCFx,S&P 500,S&P div yield,S&P PE ratio
3/1/1961,3493.703,2134.615,66.7214,1486.5082,711.7757,335.496,361.2123,47.6802,182.8309,257.1344,-0.5,1204.136,1.4,588.2447,585.4713,109.861,114.599,2448.14,14.793,15.019,,22.1883,23.3973,33.2901,19.2431,10.9762,32.0219,18.9824,17.0228,40.6785,8.3565,25.5243,,73.8284,53633,45045.6667,14822,35178.3333,18454.6667,8550.3333,6271.6667,2902.3333,2986.6667,2566.3333,1683.3333,3715.3333,3455.3333,1170.6667,730.3333,11013.3333,8587.3333,5559.5,2655.2,2360.6667,1582.3333,4644.3333,65738,59.6333,6.8,5.840579377,0.944796395,17.2,5.8667,6.3,1928,1453.3333,736,666.3333,,,,,3438,50.473,,46.693,39.4,,2.1,1461,1240.3333,306,976.6667,297.6667,200.3333,434,308.3333,269942.4646,18081.9315,84042.3884,,246216.8102,,,15.671,16.0443,15.61,23.461,18.897,28.291,63.308,10.688,18.742,10.162,29.522,57.358,331.724,33.455,16.27,52.427,10.329,15.915,11.853,6.059,12.689,13.436,9.839,10.604,11.148,29.84,30.8333,33.6333,31.8,33.8667,35.9,30.5,30.7,,83.51860996,18.5112,,16.99456038,13.46270131,,51.215,48.948,,31.681,29.756,21.933,,21.555,14.521,2.0033,2.35,2.5367,2.8733,3.7867,,4.27,5.0633,1.2767,,0.19,0.52,1.44,0.66,162.98,474.3,1060,261.8535,167.3993,376950.7328,176.1688,,376950.7328,,14752617.8,1404300.673,57361.94307,13348317.13,545243.2103,14749214.78,3403016.7,10165177.01,,,,,,,4.3161,358.9375,2.8013,0.9901,91.6,,5.1,4,,,20.8854,22.9071,35.6398,13.8,39.1667,19.0333,18.9333,3.6433,0.3467,1.64,2.2667,30.4,32.3333,46,29.7667,22.6667,33.8,37.8667,24.4,29.8667,31.6,30.4,2.2767,7436.6667,15208.3333,79.3256,0.3055,399080,90840.9707,1.6426,140.5971,3.01,1.01,183,238.6667,271.6667,283.3333,1506.0768,,,2836.1,21.2118,3235.15,1388342.06,1038371.72,389167592.7,291067046.6,2511118167,2121315.55,1586578.8,133.7038,62.0033,3.137,18.7252
6/1/1961,3553.021,2166.382,68.1057,1508.2076,721.3207,359.004,367.138,49.9625,186.903,258.134,0.3,1207.172,3.6,599.431,581.4456,104.748,115.998,2485.33,15.147,15.325,,23.0679,24.0113,34.5342,20.3935,11.8917,33.3385,20.9869,20.3989,41.3793,8.4413,25.7914,,76.3543,53796.6667,45136.3333,14912.6667,35272.3333,18524.3333,8632.3333,6280.3333,2885.3333,3006,2580,1682.6667,3733.6667,3450.3333,1178.6667,726.3333,10980.6667,8660.3333,5533.8667,2650.5,2377.6667,1602,4680.6667,65605.3333,59.4667,7,5.762310026,1.223307563,16.2667,6.0667,6.7333,1772.6667,1426,782,863,,,,,3238.3333,49.904,,46.586,39.7333,,2.2333,1526,1258.6667,316,1033,265.6667,240.3333,456.6667,296,274070.8569,18089.3091,91026.4451,,248046.84,,,15.67,16.097,15.641,23.474,18.917,28.174,63.607,10.734,18.611,10.203,29.874,57.439,331.103,33.355,16.151,52.317,10.053,15.923,11.912,6.039,12.809,13.501,9.902,10.635,11.182,29.83,30.9333,33.3333,31.4667,33.4667,35,30.4,30.6,,83.86666838,18.4507,,17.22881824,13.60497943,,51.951,50.039,,32.514,30.709,21.719,,21.298,14.937,1.7333,2.3033,2.4867,2.9367,3.79,,4.2833,5.0167,1.2267,,0.18,0.63,1.49,0.56,163.035,477.9333,1079.9,262.5719,168.0247,373962.3991,177.1406,,373962.3991,,14883350.93,1438199.665,57867.55339,13445151.27,540980.5245,14879890.97,3459961.48,10235696.09,,,,,,,4.3248,361.5337,2.794,0.994,92.5,,4.8,3.9,,,21.7723,23.4401,34.7105,15.7667,39.3333,18.9333,18.8667,3.6167,0.57,1.8833,2.55,29.8667,33.0333,45.9667,29.9667,22.8333,33.8,38,24.5,29.9,31.6,30.4,2.3,7217.6667,15078.3333,79.9391,0.3098,357602,90445.1986,1.6082,137.9559,2.86,1.13,215,218.3333,295.6667,304,1657.6816,,,2850.25,20.112,3253.22,1422736.16,1003912.86,396384204.7,279697116.6,2535407306,2138378.18,1508885.08,141.7191,65.9833,2.9402,20.3957
9/1/1961,3621.252,2176.916,69.7685,1512.8048,721.8492,386.914,375.9302,50.6421,188.7317,272.2332,1.2,1232.997,12.6,609.8379,586.322,109.482,123.682,2518.39,15.496,15.649,,23.8039,24.4672,35.2021,21.383,12.8023,34.2887,21.6781,20.7641,41.943,8.6075,26.2465,,78.4144,54269.6667,45508.3333,15067.3333,35571.3333,18698.3333,8767,6300.3333,2901,3043.6667,2598.3333,1696.6667,3775,3471.6667,1193.3333,730,11031.3333,8761.3333,5564.1333,2665.2667,2405.3333,1620,4736,65667,59.2,6.7667,5.466481277,1.294782997,17.4667,5.8,6.3,1783,1346.6667,758,912,,,,,3054.3333,50.261,,46.862,39.8667,,2.5333,1653,1358.6667,349,1113.3333,271.3333,266,498.3333,323,281512.4807,18399.5055,94004.5842,,251348.4138,,,15.726,16.167,15.674,23.472,18.959,28.246,63.897,10.785,18.646,10.248,30.259,57.424,330.071,33.328,16.097,52.56,10.282,15.913,11.942,6.05,12.888,13.602,9.967,10.79,11.207,29.9467,31.0667,33.3333,31.5,33.5,35.2,30.3,30.5,,83.5035647,18.3708,,17.21607016,13.66988357,,52.137,50.203,,33.067,31.135,21.576,,21.098,15.227,1.6833,2.3033,2.5967,3.0133,3.98,,4.4367,5.1067,1.1267,,0.29,0.71,1.68,0.59,164.848,478.8667,1093.8333,263.9298,168.2229,375039.8815,179.1848,,375039.8815,,15070724.31,1458415.29,57910.62109,13612309.02,540516.3229,15067217.11,3507206.04,10372561.39,,,,,,,4.3166,362.0565,2.8008,1.0322,99.2,,4.9,4.1,,,22.5314,23.7381,35.7575,16.8,39.5333,19.2333,19.1333,3.9,0.62,2.2167,2.7533,30.1667,33.7333,46.1333,30.4,23,33.9,38.2667,24.5667,30.0333,31.7,30.5,2.3167,7105,15185,83.2981,0.3476,331819,91030.8126,1.5807,136.7346,2.9,1.21,254.6667,229.3333,314,315.3333,1675.9918,,,2920.76,20.5145,3275.76,1392188.41,977827.59,405343108.8,284699737,2567134343,2161131.92,1517908.35,142.3757,66.83,2.9234,20.9827
12/1/1961,3692.289,2220.704,73.1502,1539.6307,731.648,393.316,387.8257,53.6891,194.4821,281.4676,1,1260.059,7.7,631.1203,602.1461,111.267,126.623,2567.495,15.827,15.954,,24.6387,25.3138,36.276,22.2358,13.3255,35.8925,22.8273,22.8307,42.9181,8.8619,26.8203,,80.6409,54712,45894.3333,15237,35807.6667,18904.3333,8889.6667,6347.3333,2942.3333,3082.6667,2614.3333,1707.3333,3813.6667,3494.6667,1208.3333,725,11069,8817.6667,5590.8,2672.6,2421.6667,1624.3333,4771.6667,65966.6667,59,6.2,5.081041237,1.102552095,16.0667,5.2,5.9333,1727.6667,1244,634.6667,775.3333,,,,,2811,50.75,,47.455,40.4667,,2.7667,1816,1388.3333,383,1145.3333,288.6667,257.3333,502,340.3333,288531.0513,18911.9163,98577.934,,253939.337,,,15.743,16.2057,15.71,23.477,19.017,28.198,63.818,10.83,18.611,10.291,30.223,57.39,328.924,33.305,16.057,52.538,10.221,15.919,11.949,6.078,12.94,13.697,10.041,10.943,11.25,29.99,31.1667,33.3667,31.5333,33.5,35.2333,30.3333,30.5,,83.30421141,18.3269,,17.42185461,13.78117742,,52.445,50.709,,33.351,31.436,21.616,,21.072,15.277,2.4,2.46,2.7467,3.1,3.9733,,4.41,5.1133,1.14,,0.29,0.64,1.51,0.6,168.722,482.5,1111.5,267.2126,169.4285,380843.1559,180.9439,,380843.1559,,15424083.67,1498876.959,58378.96312,13925206.71,542365.4852,15420527.16,3556509.93,10675138.84,,,,,,,4.3206,362.039,2.8133,1.0364,93,,4.9,4.1,,,23.35,24.2801,36.4643,16.2333,39.9667,19.8667,19.7667,3.8433,0.06,1.4433,2.01,30.3667,33.1,46.1333,30.4,23.1333,33.8667,38.3,24.7333,30.1,31.7,30.5,2.3467,6969.3333,15330.6667,86.5302,0.4184,302607,92021.8518,1.5462,136.4436,3.06,0.66,254,228.6667,320,342.6667,1357.4124,,,3023.33,21.0403,3295.51,1331697.95,926769.37,404301414.5,281365732.3,2591323553,2186354.31,1521550.9,143.6925,70.2733,2.8471,22.4531
3/1/1962,3758.147,2244.227,74.7376,1554.2325,737.7007,414.522,395.2481,55.0711,198.364,286.3771,1.6,1284.377,15.7,636.9775,597.7768,110.613,130.476,2592.806,16.145,16.27,,25.0067,25.7045,36.5117,22.6219,13.6597,36.1431,23.1124,22.9822,43.1466,9.0542,27.2952,,81.1862,55118,46241.3333,15394.6667,36066.6667,19051.3333,9014,6380.6667,2936,3120.3333,2630.3333,1716.6667,3852,3519.3333,1223,720.6667,11128.3333,8876.6667,5625.2,2696.7,2438.3333,1633.6667,4804.6667,66379.6667,58.9,5.6333,4.680957373,0.94593362,15.7667,4.6,5.4333,1642,1109.3333,548.3333,665.3333,,,,,2602,51.267,,47.631,40.3333,,2.8,1889,1360.6667,394.3333,1150,264.6667,247.6667,506.3333,342,292942.8084,19232.5084,100407.6884,,260103.622,,,15.811,16.2657,15.788,23.493,19.101,28.282,63.826,10.892,18.684,10.353,30.241,57.413,328.031,33.363,16.209,52.342,10.185,15.965,12.001,6.127,13.014,13.775,10.084,11.123,11.301,30.1067,31.2333,33.5333,31.7,33.7333,35.9,30.4,30.5667,,82.99712848,18.2594,,17.46014335,13.87380233,,53.074,51.009,,33.896,31.736,21.622,,21.064,15.483,2.4567,2.7233,2.9133,3.2067,4.0167,,4.41,5.0633,1.0467,,0.19,0.48,1.29,0.52,166.521,483.7333,1130.0667,270.417,172.5836,385373.1193,184.4252,,385373.1193,,15455582.2,1501506.209,57910.47264,13954075.99,538184.3449,15451987.22,3594977.25,10663967.79,,,,,,,4.3283,361.9211,2.8136,1.0479,99.9,,4.8,4.1,,,23.6997,24.7498,36.9093,15.4333,39.7667,19.7333,19.6667,3.8367,0.2667,1.38,1.9533,30.5333,33,46.1,30.4667,23.3,33.9667,38.3333,24.8333,30.2333,31.9,30.6333,2.3633,6889.6667,15509,87.0022,0.4775,291168,93424.7515,1.5428,136.4677,3.24,0.79,262.3333,225,330.6667,332,1499.3258,,,3005.08,18.3018,3312.52,1361211.45,829018.27,415616983.4,253123106.8,2618862887,2202575.78,1341434.17,164.1956,69.86,2.9107,22.3949
6/1/1962,3792.149,2271.817,76.7451,1577.4347,740.6449,411.253,406.4579,56.4652,203.739,295.2804,0.9,1290.924,1.6,644.9624,601.7843,116.97,133.323,2620.784,16.272,16.411,,25.2491,26.272,37.1403,22.5013,13.4853,36.6054,23.9159,24.1847,43.6037,9.2629,27.7503,,81.3356,55624.6667,46664.6667,15518.3333,36392.3333,19232.3333,9107,6411.3333,3001,3160,2648.3333,1724.6667,3891.6667,3555.6667,1238,713,11214,8960,5673.9333,2717.6667,2454.6667,1658.6667,4846.6667,66576.6667,58.8,5.5333,4.632331886,0.862600933,14.3,4.6667,5.2,1590,1112.3333,504,607.6667,,,,,2678.3333,51.544,,48.197,40.5667,,2.8,1901,1470.3333,467,1177,291.6667,278.6667,516.6667,383.3333,293409.1419,19557.7954,96996.5426,,253889.798,,,15.867,16.3283,15.831,23.507,19.122,28.347,63.909,10.946,18.733,10.405,30.473,57.347,327.177,32.941,16.246,52.548,10.248,15.969,12.019,6.188,13.116,13.847,10.15,11.207,11.368,30.22,31.3667,33.4333,31.5333,33.5333,35.2667,30.3667,30.6,,82.67851692,18.1893,,17.5973152,13.8614135,,53.233,51.424,,33.761,31.839,21.81,,21.291,15.342,2.6067,2.7167,2.8033,3.0167,3.8733,,4.2967,5.0133,1.14,,0.09,0.3,1.16,0.49,167.439,485.1,1149.6667,275.4345,176.01,395230.5076,189.1292,,395230.5076,,14858874.33,1539282.215,58733.6543,13319592.11,508229.2975,14855260.83,3613492.16,10041885.11,,,,,,,4.3302,361.9866,2.8115,1.0735,95.4,,4.9,4.1,,,23.947,25.2195,37.3281,15.1667,40.1,19.8,19.7333,3.6333,0.11,1.0267,1.69,30.0333,32.8,46.2333,30.9,23.4667,34.1,38.5667,24.9667,30.3667,32,30.7333,2.38,7111,15987,86.9152,0.491,297551,94817.9982,1.5531,138.2585,3.2,0.6,247.6667,238.3333,332.3333,358.6667,1405.6117,,,3044.55,18.3202,3336.51,1361301.12,819145.32,426477355.9,256627226.4,2644231775,2217079.8,1334099.06,166.1855,62.2233,3.3235,19.5325
9/1/1962,3838.776,2290.126,77.3047,1590.881,746.4135,418.241,409.7296,56.6667,206.2608,295.0222,1,1320.783,12.6,658.1637,609.2439,116.765,135.014,2634.877,16.509,16.622,,25.5183,26.6255,37.4677,22.638,13.5386,36.9154,24.0887,25.2804,43.9693,9.4617,28.2944,,81.5601,55854,46794.6667,15535.6667,36586,19268,9125.3333,6410.3333,3028.3333,3193,2664,1722,3919,3567,1251,704,11210.6667,9059.3333,5686.8,2727.0667,2469.3333,1679.6667,4910.3333,66881,58.8333,5.5667,4.755325109,0.79560173,14.1667,4.6333,5.5,1690.6667,1190.6667,512,563.3333,,,,,2686.6667,51.279,,48.098,40.5,,2.7667,1845,1430.3333,463,1204,280,252.3333,509.3333,388.6667,294170.1034,19843.176,98858.4857,,250421.2594,,,15.91,16.382,15.869,23.503,19.147,28.392,64.119,10.988,18.751,10.446,30.677,57.282,326.418,33.333,16.27,52.76,10.216,15.958,12.068,6.236,13.154,13.908,10.224,11.194,11.389,30.3067,31.4667,33.5667,31.7,33.6667,35.7667,30.3667,30.6,,82.40759492,18.1297,,17.72269249,13.89736469,,53.456,51.692,,34.323,32.415,21.595,,21.091,15.655,2.8467,2.84,3,3.1833,3.99,,4.3367,5.0467,1.0567,,0.16,0.34,1.15,0.49,169.161,483.2667,1164.2,280.8432,180.1339,402891.1755,194.8608,,402891.1755,,15088633.87,1572146.258,59666.77982,13516487.61,512983.6273,15085002.32,3631546.82,10243730.92,17.8889,,,,,,4.3211,360.9682,2.8038,1.0781,91.6,,4.9,4.1,,,24.2199,25.9421,36.9486,14.4,40.0667,20.0333,19.9333,3.7367,-0.0067,0.89,1.49,30.6333,32.5333,46.4,30.8,23.6,34.1333,38.6667,25.1,30.4333,32.0333,30.8,2.3967,7397.6667,16632,87.9594,0.4696,304870,96288.4687,1.5669,139.9818,3.33,0.49,225.3333,247.3333,353.3333,378,1406.9445,,,3060.66,18.1634,3365.33,1395712.12,828282.29,435953413.1,258715596.3,2676152922,2239525.77,1329041.65,168.5068,57.83,3.5856,17.536
12/1/1962,3851.421,2322.53,80.7083,1610.8299,750.5809,406.004,408.4905,56.8362,205.488,294.5802,0.5,1329.937,1.9,664.0724,615.6198,112.988,136.664,2658.27,16.528,16.654,,25.7337,26.8116,37.6118,22.8713,13.7324,37.0511,24.3652,25.3428,44.0303,9.5074,28.5417,,81.6345,56041.6667,46913.3333,15539.6667,36781.6667,19260,9144.3333,6395.3333,3024.6667,3215.6667,2682.3333,1728.3333,3940,3586,1260,695.6667,11241,9128.3333,5710.2667,2725.0333,2459.6667,1702.6667,4966,66969.3333,58.5333,5.5333,4.833512747,0.684715492,15,4.5333,5.3333,1735.3333,1130.3333,561.6667,485.3333,,,,,2664.3333,50.93,,47.803,40.3667,,2.7667,1782,1573,550.3333,1217.6667,310.6667,272,593,397.3333,298510.6384,20305.62,103385.9766,,256977.915,,,15.958,16.4127,15.907,23.481,19.139,28.47,63.867,11.025,18.849,10.482,30.436,57.292,325.707,33.242,16.339,52.821,10.444,15.987,12.079,6.289,13.148,13.997,10.279,11.196,11.46,30.38,31.5333,33.5667,31.6667,33.7,35.8,30.3,30.5,,82.25355955,18.0958,,17.85202677,13.95264084,,53.808,52.185,,34.575,32.7,21.663,,21.126,15.58,2.9233,2.8133,2.88,2.9967,3.9033,,4.2567,4.9567,1.0533,,0.07,0.18,1.09,0.45,170.287,484.7667,1184.6667,287.3509,183.2963,411871.2387,200.8042,,411871.2387,,15745122.77,1614841.894,60747.85081,14130280.87,531559.2801,15741445.17,3677597.03,10849192.71,19.1627,,,,,,4.318,358.4229,2.8022,1.0765,95,,4.7,4.2,,,24.4502,26.1047,37.6946,13.6667,39.8667,19.9667,19.7667,3.6,-0.11,0.6767,1.3333,30.8,32.4667,46.5333,30.9,23.7333,34.2333,38.5667,25.1667,30.5,32.2,30.9,2.4067,7508.3333,17106.3333,90.1101,0.4558,305710,97469.3498,1.5634,141.4885,3.26,0.34,238,238.6667,352.3333,388.6667,1361.3452,,,3082.46,16.8828,3393.82,1425111.03,780540.29,440764930.3,241409111.7,2703051361,2261607.19,1238693.34,182.5801,59.6167,3.551,17.458
3/1/1963,3893.482,2338.799,82.3144,1617.9455,754.7044,427.366,413.8437,57.8855,205.9793,305.003,1.1,1311.923,-12.9,679.6997,626.9566,114.704,133.501,2681.376,16.677,16.85,,26.2095,27.4535,38.6071,23.2897,13.9407,37.6245,24.9441,25.61,45.2491,9.5009,29.8081,,82.3156,56221.6667,46995,15550.3333,36982.3333,19239.3333,9163,6387.3333,2999,3237,2702.3333,1722.6667,3955.6667,3603.3333,1268.6667,690,11266,9226.6667,5737.3,2741.3667,2482.6667,1719.6667,5024.3333,67149,58.6,5.7667,4.977840802,0.813681304,16.8667,4.7667,5.3667,1763,1267.3333,535.3333,580,,,,,2606,51.31,,48.09,40.5,,2.7667,1825,1411.3333,495,1239.3333,232,209.6667,545,424.6667,300064.8932,20375.037,106220.6951,,274467.4047,,,16.004,16.467,15.985,23.481,19.201,28.503,63.888,11.078,18.876,10.53,30.448,57.273,325.555,33.358,16.41,52.879,10.347,16.013,12.128,6.32,13.14,14.024,10.342,11.231,11.549,30.4767,31.6,33.3667,31.5333,33.5,35.3,30.3,30.5,,81.98218986,18.0361,,17.93481756,14.02802794,,54.171,52.314,,34.679,32.84,21.694,,21.273,15.619,2.9667,2.9067,2.9633,3.0267,3.8933,,4.1967,4.8933,1,,0.06,0.12,0.99,0.4,168.217,488.2333,1207.2333,290.4099,187.6315,421257.6283,206.6828,,421257.6283,,15921989.43,1627218.073,60685.93411,14294771.36,533113.2732,15918276.39,3713044.27,10982164.33,13.5864,,,,,,4.3262,358.5429,2.8029,1.0778,98.4,,4.7,4.1,,,24.8766,27.1435,39.6579,14.1333,39.9667,19.7,19.5667,3.64,-0.06,0.6733,1.23,29.9667,32.3333,46.6667,30.7,23.9,34.3,38.3667,25.3,30.5333,32.2667,31,2.43,7565.6667,17451.3333,90.9068,0.4422,295576,98003.4814,1.5566,143.5623,3.31,0.34,236,215,368.6667,419.6667,1489.8364,,,3066.74,16.8126,3407.81,1453153.48,796653.72,451825425.8,247701576.1,2717019947,2264512.26,1241460.14,182.4072,65.55,3.2698,18.6116
6/1/1963,3937.183,2360.869,84.08,1635.274,757.2944,434.164,432.2826,59.0497,212.3841,326.8811,0.8,1312.902,-1.8,693.3496,632.2357,123.873,136.644,2706.043,16.911,17.044,,26.9006,27.7232,39.144,24.247,14.7254,38.6727,25.6958,26.5542,45.63,9.5889,29.4816,,83.7831,56618.3333,47333.6667,15622.3333,37247.3333,19371,9216.6667,6405.6667,3055.6667,3268.3333,2721.6667,1733.3333,3989.3333,3628,1280.6667,693,11341.3333,9284.6667,5767.0667,2753.7,2480,1726,5078.6667,67635.3333,58.7,5.7333,4.904741841,0.788205272,17.5667,4.4333,5.3667,1768.6667,1215,533,565.3333,,,,,2614,51.636,,48.398,40.5667,,2.7667,1795,1639.3333,581.3333,1327.6667,346,275,577,441.3333,305719.1571,20484.3602,105962.6209,,287683.1652,,,16.029,16.5293,15.999,23.439,19.221,28.506,64.083,11.113,18.857,10.563,30.641,57.285,326.171,33.321,16.344,52.977,10.223,16.15,12.16,6.354,13.149,14.103,10.394,11.206,11.598,30.5333,31.7333,33.4,31.5,33.4667,35.1667,30.2667,30.6333,,81.67315308,17.9681,,17.8872515,14.09611047,,54.345,52.462,,34.942,33.008,21.685,,21.22,15.707,2.9633,2.94,3.0233,3.1433,3.9633,,4.22,4.8533,0.89,,0.08,0.2,1.02,0.38,169.649,491.8,1231.2,295.0036,192.5605,431577.993,213.2627,,431577.993,,16115360.88,1678691.996,62034.93425,14436668.88,533497.394,16111653.14,3707743.97,11168655.09,11.9844,,,,,,4.3258,362.0543,2.8002,1.0777,91.7,,5,4.1,,,25.5588,27.017,38.6632,14.3333,40.2333,19.6667,19.4667,3.7567,-0.0233,0.7933,1.2567,29.7667,32.5667,46.7667,30.8667,24,34.3333,38.5333,25.4333,30.6333,32.3,31.0333,2.45,7841.6667,17963.6667,90.0625,0.4398,290211,98785.3727,1.5428,146.1627,3.32,0.35,230,280,395.6667,422,1574.2357,,,3082.82,17.0621,3432.34,1486254.62,822577.67,463638728.5,256603990.9,2727074554,2262749.08,1252333.79,180.6826,69.67,3.1339,19.2692
9/1/1963,4023.755,2392.896,85.1192,1663.7611,764.1925,447.531,442.9435,61.5958,218.218,333.1392,0.9,1371.177,24.6,699.8189,648.9895,123.253,140.113,2735.67,17.373,17.468,,27.0801,28.0303,39.4583,24.2711,14.5413,39.4042,26.292,27.0798,45.7214,9.8889,29.4123,,83.5563,56927.3333,47554.3333,15654.6667,37479.6667,19447.6667,9241,6413.6667,3099,3302.3333,2737,1739.3333,4021.6667,3644.6667,1294,694,11367.6667,9373,5788.8,2760.5,2471.3333,1755.6667,5146,67995.6667,58.6333,5.5,4.751841797,0.754107878,17.2,4.2,5.4333,1688.3333,1221.3333,541.6667,542.6667,,,,,2648.3333,51.622,,48.53,40.6,,2.9,1825,1672,527.6667,1348,342.3333,261.6667,635.6667,432.3333,309823.896,20746.2665,105780.6475,,288100.657,,,16.107,16.593,16.016,23.371,19.241,28.679,64.264,11.151,18.996,10.6,30.798,57.356,326.767,33.279,16.492,53.119,10.328,16.255,12.172,6.414,13.164,14.234,10.407,11.275,11.649,30.72,31.8667,33.4,31.6333,33.5333,35.3,30.3667,30.7,,81.35971286,17.8991,,18.09997657,14.16258041,,54.567,52.912,,35.799,33.838,21.464,,20.924,16.082,3.33,3.2933,3.4167,3.5267,4.0333,,4.2867,4.8367,0.8033,,0.12,0.23,0.74,0.4,171.767,493.8333,1248.6,298.8516,195.7793,442878.985,221.2253,,442878.985,,16350268.19,1717519.436,62782.40562,14632748.75,534887.2031,16346511.75,3756439.46,11342825.29,12.9359,,,,,,4.3188,362.7878,2.7994,1.081,96.4,,4.8,4.1,,,25.7294,26.7822,39.1605,14.0333,40.2,19.9,19.5667,3.9133,-0.0367,0.5833,0.9567,29.9,33,46.9667,30.9667,24.1667,34.5333,38.7,25.5667,30.8,32.5333,31.2,2.4733,8139.3333,18704.6667,89.5929,0.4608,286696,100143.2251,1.5393,148.3973,3.7,0.37,239.3333,273,409.6667,426,1407.5994,,,3098.35,17.072,3464.05,1524910.35,840229.1,471550335.2,259825315,2732498311,2260256.74,1245406.64,181.4874,70.9667,3.1108,19.0819
